orig,dest,start_t,end_t,q
27,38,0,4800,0.002063
28,1,0,4800,0.028208
28,2,0,4800,0.04975
28,3,0,4800,0.018604
28,4,0,4800,0.037375
28,5,0,4800,0.016271
28,6,0,4800,0.024229
28,7,0,4800,0.018063
28,8,0,4800,0.000208
28,9,0,4800,0.005021
28,10,0,4800,0.005542
28,11,0,4800,0.000208
28,12,0,4800,0.002042
28,13,0,4800,0.003146
28,14,0,4800,0.000208
28,15,0,4800,0.015792
28,16,0,4800,0.001312
28,17,0,4800,0.007146
28,18,0,4800,0.009021
28,19,0,4800,0.005021
28,20,0,4800,0.021354
28,21,0,4800,0.008042
28,22,0,4800,0.005229
28,23,0,4800,0.004125
28,24,0,4800,0.002938
28,25,0,4800,0.053625
28,26,0,4800,0.003354
28,27,0,4800,0.001583
28,29,0,4800,0.010708
28,30,0,4800,0.012354
28,31,0,4800,0.024187
28,32,0,4800,0.007146
28,33,0,4800,0.005542
28,34,0,4800,0.008542
28,35,0,4800,0.005292
28,36,0,4800,0.003667
28,37,0,4800,0.000375
28,38,0,4800,0.008771
29,1,0,4800,0.019083
29,2,0,4800,0.027625
29,3,0,4800,0.011458
29,4,0,4800,0.019813
29,5,0,4800,0.007562
29,6,0,4800,0.018396
29,7,0,4800,0.008667
29,8,0,4800,0.000208
29,9,0,4800,0.001271
29,10,0,4800,0.000417
29,11,0,4800,0.000208
29,12,0,4800,0.000729
29,13,0,4800,0.001583
29,14,0,4800,0.000208
29,15,0,4800,0.004479
29,16,0,4800,0.000375
29,17,0,4800,0.001208
29,18,0,4800,0.009771
29,19,0,4800,0.001729
29,20,0,4800,0.010854
29,21,0,4800,0.005708
29,22,0,4800,0.005875
29,23,0,4800,0.004021
29,24,0,4800,0.000208
29,25,0,4800,0.039979
29,26,0,4800,0.000417
29,27,0,4800,0.000792
29,28,0,4800,0.002417
29,30,0,4800,0.003604
29,31,0,4800,0.007104
29,32,0,4800,0.005083
29,33,0,4800,0.004479
29,34,0,4800,0.002479
29,35,0,4800,0.00325
29,36,0,4800,0.002354
29,37,0,4800,0.001625
29,38,0,4800,0.003458
30,1,0,4800,0.029854
30,2,0,4800,0.065521
30,3,0,4800,0.018562
30,4,0,4800,0.045687
30,5,0,4800,0.027312
30,6,0,4800,0.022063
30,7,0,4800,0.022146
30,8,0,4800,0.000208
30,9,0,4800,0.0045
30,10,0,4800,0.012354
30,11,0,4800,0.000208
30,12,0,4800,0.002417
30,13,0,4800,0.002938
30,14,0,4800,0.000208
30,15,0,4800,0.040792
30,16,0,4800,0.002063
30,17,0,4800,0.014125
30,18,0,4800,0.010625
30,19,0,4800,0.01175
30,20,0,4800,0.054062
30,21,0,4800,0.015958
30,22,0,4800,0.008208
30,23,0,4800,0.000271
30,24,0,4800,0.00575
30,25,0,4800,0.048667
30,26,0,4800,0.004125
30,27,0,4800,0.001958
30,28,0,4800,0.008708
30,29,0,4800,0.010125
30,31,0,4800,0.051333
30,32,0,4800,0.007625
30,33,0,4800,0.007875
30,34,0,4800,0.015813
30,35,0,4800,0.007271
30,36,0,4800,0.003292
30,37,0,4800,0.0005
30,38,0,4800,0.026687
31,1,0,4800,0.051812
31,2,0,4800,0.086729
31,3,0,4800,0.037104
31,4,0,4800,0.069271
31,5,0,4800,0.02825
31,6,0,4800,0.042354
31,7,0,4800,0.030917
31,8,0,4800,0.000208
31,9,0,4800,0.007375
31,10,0,4800,0.010646
31,11,0,4800,0.000208
31,12,0,4800,0.003458
31,13,0,4800,0.004979
31,14,0,4800,0.000208
31,15,0,4800,0.023312
31,16,0,4800,0.001958
31,17,0,4800,0.009813
31,18,0,4800,0.019042
31,19,0,4800,0.010646
31,20,0,4800,0.054458
31,21,0,4800,0.019396
31,22,0,4800,0.013688
31,23,0,4800,0.002771
31,24,0,4800,0.005396
31,25,0,4800,0.085125
31,26,0,4800,0.006208
31,27,0,4800,0.002792
31,28,0,4800,0.011583
31,29,0,4800,0.015458
31,30,0,4800,0.024854
31,32,0,4800,0.013375
31,33,0,4800,0.008292
31,34,0,4800,0.017271
31,35,0,4800,0.011
31,36,0,4800,0.008021
31,37,0,4800,0.001958
31,38,0,4800,0.018146
32,1,0,4800,0.029417
32,2,0,4800,0.050313
32,3,0,4800,0.021271
32,4,0,4800,0.039938
32,5,0,4800,0.016604
32,6,0,4800,0.023896
32,7,0,4800,0.017812
32,8,0,4800,0.000208
32,9,0,4800,0.004438
32,10,0,4800,0.006625
32,11,0,4800,0.000208
32,12,0,4800,0.002063
32,13,0,4800,0.002688
32,14,0,4800,0.000208
32,15,0,4800,0.009146
32,16,0,4800,0.001104
32,17,0,4800,0.004854
32,18,0,4800,0.009292
32,19,0,4800,0.004792
32,20,0,4800,0.01825
32,21,0,4800,0.011229
32,22,0,4800,0.007021
32,23,0,4800,0.002833
32,24,0,4800,0.002458
32,25,0,4800,0.045271
32,26,0,4800,0.003917
32,27,0,4800,0.002
32,28,0,4800,0.006792
32,29,0,4800,0.00975
32,30,0,4800,0.014125
32,31,0,4800,0.021458
32,33,0,4800,0.004917
32,34,0,4800,0.008563
32,35,0,4800,0.006625
32,36,0,4800,0.005917
32,37,0,4800,0.001479
32,38,0,4800,0.01125
33,1,0,4800,0.027333
33,2,0,4800,0.046125
33,3,0,4800,0.014917
33,4,0,4800,0.028104
33,5,0,4800,0.011188
33,6,0,4800,0.021229
33,7,0,4800,0.017083
33,8,0,4800,0.000208
33,9,0,4800,0.004979
33,10,0,4800,0.006792
33,11,0,4800,0.000208
33,12,0,4800,0.001958
33,13,0,4800,0.002792
33,14,0,4800,0.000208
33,15,0,4800,0.008958
33,16,0,4800,0.001062
33,17,0,4800,0.003396
33,18,0,4800,0.005333
33,19,0,4800,0.004458
33,20,0,4800,0.024187
33,21,0,4800,0.007479
33,22,0,4800,0.006604
33,23,0,4800,0.001458
33,24,0,4800,0.002417
33,25,0,4800,0.031479
33,26,0,4800,0.00325
33,27,0,4800,0.00175
33,28,0,4800,0.005958
33,29,0,4800,0.009813
33,30,0,4800,0.013458
33,31,0,4800,0.018417
33,32,0,4800,0.006646
33,34,0,4800,0.009
33,35,0,4800,0.006521
33,36,0,4800,0.005646
33,37,0,4800,0.001104
33,38,0,4800,0.009979
34,1,0,4800,0.053396
34,2,0,4800,0.105667
34,3,0,4800,0.0285
34,4,0,4800,0.080917
34,5,0,4800,0.042979
34,6,0,4800,0.03775
34,7,0,4800,0.043417
34,8,0,4800,0.000208
34,9,0,4800,0.016208
34,10,0,4800,0.011896
34,11,0,4800,0.000208
34,12,0,4800,0.006854
34,13,0,4800,0.007938
34,14,0,4800,0.000208
34,15,0,4800,0.046062
34,16,0,4800,0.002833
34,17,0,4800,0.021354
34,18,0,4800,0.030271
34,19,0,4800,0.02525
34,20,0,4800,0.119083
34,21,0,4800,0.027375
34,22,0,4800,0.014292
34,23,0,4800,0.000375
34,24,0,4800,0.005583
34,25,0,4800,0.067
34,26,0,4800,0.004854
34,27,0,4800,0.003563
34,28,0,4800,0.017021
34,29,0,4800,0.031646
34,30,0,4800,0.058667
34,31,0,4800,0.089354
34,32,0,4800,0.014292
34,33,0,4800,0.019813
34,35,0,4800,0.015583
34,36,0,4800,0.008604
34,37,0,4800,0.000896
34,38,0,4800,0.048875
35,1,0,4800,0.030458
35,2,0,4800,0.051562
35,3,0,4800,0.019479
35,4,0,4800,0.032667
35,5,0,4800,0.014187
35,6,0,4800,0.025354
35,7,0,4800,0.017167
35,8,0,4800,0.000208
35,9,0,4800,0.001417
35,10,0,4800,0.006771
35,11,0,4800,0.000208
35,12,0,4800,0.00175
35,13,0,4800,0.001375
35,14,0,4800,0.000208
35,15,0,4800,0.005542
35,16,0,4800,0.001
35,17,0,4800,0.002312
35,18,0,4800,0.007875
35,19,0,4800,0.006083
35,20,0,4800,0.027563
35,21,0,4800,0.014146
35,22,0,4800,0.008688
35,23,0,4800,0.002625
35,24,0,4800,0.003563
35,25,0,4800,0.032125
35,26,0,4800,0.004063
35,27,0,4800,0.001542
35,28,0,4800,0.006125
35,29,0,4800,0.006646
35,30,0,4800,0.014979
35,31,0,4800,0.018562
35,32,0,4800,0.008146
35,33,0,4800,0.004125
35,34,0,4800,0.008688
35,36,0,4800,0.007208
35,37,0,4800,0.001563
35,38,0,4800,0.013292
36,1,0,4800,0.012375
36,2,0,4800,0.023312
36,3,0,4800,0.004021
36,4,0,4800,0.011146
36,5,0,4800,0.006042
36,6,0,4800,0.008917
36,7,0,4800,0.009292
36,8,0,4800,0.000208
36,9,0,4800,0.002688
36,10,0,4800,0.001042
36,11,0,4800,0.000208
36,12,0,4800,0.000646
36,13,0,4800,0.001646
36,14,0,4800,0.000208
36,15,0,4800,0.008187
36,16,0,4800,0.000333
36,17,0,4800,0.002771
36,18,0,4800,0.005063
36,19,0,4800,0.003604
36,20,0,4800,0.019854
36,21,0,4800,0.003771
36,22,0,4800,0.002479
36,23,0,4800,0.000271
36,24,0,4800,0.000479
36,25,0,4800,0.012833
36,26,0,4800,0.000208
36,27,0,4800,0.000479
36,28,0,4800,0.002792
36,29,0,4800,0.005083
36,30,0,4800,0.008125
36,31,0,4800,0.012729
36,32,0,4800,0.002729
36,33,0,4800,0.005542
36,34,0,4800,0.003458
36,35,0,4800,0.002917
36,37,0,4800,0.000271
36,38,0,4800,0.008604
37,1,0,4800,0.004125
37,2,0,4800,0.006625
37,3,0,4800,0.004438
37,4,0,4800,0.007104
37,5,0,4800,0.002625
37,6,0,4800,0.003042
37,7,0,4800,0.002521
37,8,0,4800,0.000208
37,9,0,4800,0.001417
37,10,0,4800,0.000625
37,11,0,4800,0.000208
37,12,0,4800,0.000229
37,13,0,4800,0.000417
37,14,0,4800,0.000208
37,15,0,4800,0.001312
37,16,0,4800,0.000375
37,17,0,4800,0.000896
37,18,0,4800,0.000417
37,19,0,4800,0.001312
37,20,0,4800,0.004958
37,21,0,4800,0.001687
37,22,0,4800,0.001208
37,23,0,4800,0.000208
37,24,0,4800,0.000687
37,25,0,4800,0.005687
37,26,0,4800,0.000937
37,27,0,4800,0.000375
37,28,0,4800,0.001208
37,29,0,4800,0.001687
37,30,0,4800,0.002292
37,31,0,4800,0.003354
37,32,0,4800,0.001167
37,33,0,4800,0.000271
37,34,0,4800,0.002729
37,35,0,4800,0.001167
37,36,0,4800,0.001354
37,38,0,4800,0.00125
38,1,0,4800,0.023167
38,2,0,4800,0.040125
38,3,0,4800,0.011521
38,4,0,4800,0.023479
38,5,0,4800,0.010708
38,6,0,4800,0.018583
38,7,0,4800,0.014812
38,8,0,4800,0.000208
38,9,0,4800,0.004083
38,10,0,4800,0.003667
38,11,0,4800,0.000208
38,12,0,4800,0.001333
38,13,0,4800,0.001958
38,14,0,4800,0.000208
38,15,0,4800,0.009125
38,16,0,4800,0.001021
38,17,0,4800,0.003604
38,18,0,4800,0.008104
38,19,0,4800,0.005687
38,20,0,4800,0.022125
38,21,0,4800,0.008771
38,22,0,4800,0.006125
38,23,0,4800,0.000208
38,24,0,4800,0.002312
38,25,0,4800,0.025354
38,26,0,4800,0.002312
38,27,0,4800,0.001375
38,28,0,4800,0.003875
38,29,0,4800,0.005667
38,30,0,4800,0.011938
38,31,0,4800,0.017542
38,32,0,4800,0.005229
38,33,0,4800,0.005125
38,34,0,4800,0.006479
38,35,0,4800,0.004458
38,36,0,4800,0.003979
38,37,0,4800,0.000479
